year,state,totalvotes,county_name,party,candidate,votes
2000,ALABAMA,17208,AUTAUGA,DEMOCRAT,AL GORE,4942
2000,ALABAMA,17208,AUTAUGA,REPUBLICAN,GEORGE W. BUSH,11993
2000,ALABAMA,17208,AUTAUGA,OTHER,OTHER,273
2000,ALABAMA,56480,BALDWIN,DEMOCRAT,AL GORE,13997
2000,ALABAMA,56480,BALDWIN,REPUBLICAN,GEORGE W. BUSH,40872
2000,ALABAMA,56480,BALDWIN,OTHER,OTHER,1611
2000,ALABAMA,10395,BARBOUR,DEMOCRAT,AL GORE,5188
2000,ALABAMA,10395,BARBOUR,REPUBLICAN,GEORGE W. BUSH,5096
2000,ALABAMA,10395,BARBOUR,OTHER,OTHER,111
2000,ALABAMA,7101,BIBB,DEMOCRAT,AL GORE,2710
2000,ALABAMA,7101,BIBB,REPUBLICAN,GEORGE W. BUSH,4273
2000,ALABAMA,7101,BIBB,OTHER,OTHER,118
2000,ALABAMA,17973,BLOUNT,DEMOCRAT,AL GORE,4977
2000,ALABAMA,17973,BLOUNT,REPUBLICAN,GEORGE W. BUSH,12667
2000,ALABAMA,17973,BLOUNT,OTHER,OTHER,329
2000,ALABAMA,4904,BULLOCK,DEMOCRAT,AL GORE,3395
2000,ALABAMA,4904,BULLOCK,REPUBLICAN,GEORGE W. BUSH,1433
2000,ALABAMA,4904,BULLOCK,OTHER,OTHER,76
2000,ALABAMA,7803,BUTLER,DEMOCRAT,AL GORE,3606
2000,ALABAMA,7803,BUTLER,REPUBLICAN,GEORGE W. BUSH,4127
2000,ALABAMA,7803,BUTLER,OTHER,OTHER,70
2000,ALABAMA,38909,CALHOUN,DEMOCRAT,AL GORE,15781
2000,ALABAMA,38909,CALHOUN,REPUBLICAN,GEORGE W. BUSH,22306
2000,ALABAMA,38909,CALHOUN,OTHER,OTHER,822
2000,ALABAMA,11834,CHAMBERS,DEMOCRAT,AL GORE,5616
2000,ALABAMA,11834,CHAMBERS,REPUBLICAN,GEORGE W. BUSH,6037
2000,ALABAMA,11834,CHAMBERS,OTHER,OTHER,181
2000,ALABAMA,7823,CHEROKEE,DEMOCRAT,AL GORE,3497
2000,ALABAMA,7823,CHEROKEE,REPUBLICAN,GEORGE W. BUSH,4154
2000,ALABAMA,7823,CHEROKEE,OTHER,OTHER,172
2000,ALABAMA,15092,CHILTON,DEMOCRAT,AL GORE,4806
2000,ALABAMA,15092,CHILTON,REPUBLICAN,GEORGE W. BUSH,10066
2000,ALABAMA,15092,CHILTON,OTHER,OTHER,220
2000,ALABAMA,7374,CHOCTAW,DEMOCRAT,AL GORE,3707
2000,ALABAMA,7374,CHOCTAW,REPUBLICAN,GEORGE W. BUSH,3600
2000,ALABAMA,7374,CHOCTAW,OTHER,OTHER,67
2000,ALABAMA,10752,CLARKE,DEMOCRAT,AL GORE,4679
2000,ALABAMA,10752,CLARKE,REPUBLICAN,GEORGE W. BUSH,5988
2000,ALABAMA,10752,CLARKE,OTHER,OTHER,85
2000,ALABAMA,5883,CLAY,DEMOCRAT,AL GORE,2045
2000,ALABAMA,5883,CLAY,REPUBLICAN,GEORGE W. BUSH,3719
2000,ALABAMA,5883,CLAY,OTHER,OTHER,119
2000,ALABAMA,5092,CLEBURNE,DEMOCRAT,AL GORE,1664
2000,ALABAMA,5092,CLEBURNE,REPUBLICAN,GEORGE W. BUSH,3333
2000,ALABAMA,5092,CLEBURNE,OTHER,OTHER,95
2000,ALABAMA,15434,COFFEE,DEMOCRAT,AL GORE,5220
2000,ALABAMA,15434,COFFEE,REPUBLICAN,GEORGE W. BUSH,9938
2000,ALABAMA,15434,COFFEE,OTHER,OTHER,276
2000,ALABAMA,21532,COLBERT,DEMOCRAT,AL GORE,10543
2000,ALABAMA,21532,COLBERT,REPUBLICAN,GEORGE W. BUSH,10518
2000,ALABAMA,21532,COLBERT,OTHER,OTHER,471
2000,ALABAMA,5551,CONECUH,DEMOCRAT,AL GORE,2783
2000,ALABAMA,5551,CONECUH,REPUBLICAN,GEORGE W. BUSH,2699
2000,ALABAMA,5551,CONECUH,OTHER,OTHER,69
2000,ALABAMA,4567,COOSA,DEMOCRAT,AL GORE,2104
2000,ALABAMA,4567,COOSA,REPUBLICAN,GEORGE W. BUSH,2382
2000,ALABAMA,4567,COOSA,OTHER,OTHER,81
2000,ALABAMA,13613,COVINGTON,DEMOCRAT,AL GORE,4440
2000,ALABAMA,13613,COVINGTON,REPUBLICAN,GEORGE W. BUSH,8961
2000,ALABAMA,13613,COVINGTON,OTHER,OTHER,212
2000,ALABAMA,4795,CRENSHAW,DEMOCRAT,AL GORE,1934
2000,ALABAMA,4795,CRENSHAW,REPUBLICAN,GEORGE W. BUSH,2793
2000,ALABAMA,4795,CRENSHAW,OTHER,OTHER,68
2000,ALABAMA,29525,CULLMAN,DEMOCRAT,AL GORE,9758
2000,ALABAMA,29525,CULLMAN,REPUBLICAN,GEORGE W. BUSH,19157
2000,ALABAMA,29525,CULLMAN,OTHER,OTHER,610
2000,ALABAMA,15806,DALE,DEMOCRAT,AL GORE,4906
2000,ALABAMA,15806,DALE,REPUBLICAN,GEORGE W. BUSH,10593
2000,ALABAMA,15806,DALE,OTHER,OTHER,307
2000,ALABAMA,18464,DALLAS,DEMOCRAT,AL GORE,10967
2000,ALABAMA,18464,DALLAS,REPUBLICAN,GEORGE W. BUSH,7360
2000,ALABAMA,18464,DALLAS,OTHER,OTHER,137
2000,ALABAMA,20285,DEKALB,DEMOCRAT,AL GORE,7056
2000,ALABAMA,20285,DEKALB,REPUBLICAN,GEORGE W. BUSH,12827
2000,ALABAMA,20285,DEKALB,OTHER,OTHER,402
2000,ALABAMA,23804,ELMORE,DEMOCRAT,AL GORE,6652
2000,ALABAMA,23804,ELMORE,REPUBLICAN,GEORGE W. BUSH,16777
2000,ALABAMA,23804,ELMORE,OTHER,OTHER,375
2000,ALABAMA,11660,ESCAMBIA,DEMOCRAT,AL GORE,4523
2000,ALABAMA,11660,ESCAMBIA,REPUBLICAN,GEORGE W. BUSH,6975
2000,ALABAMA,11660,ESCAMBIA,OTHER,OTHER,162
2000,ALABAMA,39348,ETOWAH,DEMOCRAT,AL GORE,17433
2000,ALABAMA,39348,ETOWAH,REPUBLICAN,GEORGE W. BUSH,21087
2000,ALABAMA,39348,ETOWAH,OTHER,OTHER,828
2000,ALABAMA,7808,FAYETTE,DEMOCRAT,AL GORE,3064
2000,ALABAMA,7808,FAYETTE,REPUBLICAN,GEORGE W. BUSH,4582
2000,ALABAMA,7808,FAYETTE,OTHER,OTHER,162
2000,ALABAMA,11103,FRANKLIN,DEMOCRAT,AL GORE,4793
2000,ALABAMA,11103,FRANKLIN,REPUBLICAN,GEORGE W. BUSH,6119
2000,ALABAMA,11103,FRANKLIN,OTHER,OTHER,191
2000,ALABAMA,9559,GENEVA,DEMOCRAT,AL GORE,2769
2000,ALABAMA,9559,GENEVA,REPUBLICAN,GEORGE W. BUSH,6588
2000,ALABAMA,9559,GENEVA,OTHER,OTHER,202
2000,ALABAMA,4396,GREENE,DEMOCRAT,AL GORE,3504
2000,ALABAMA,4396,GREENE,REPUBLICAN,GEORGE W. BUSH,850
2000,ALABAMA,4396,GREENE,OTHER,OTHER,42
2000,ALABAMA,7731,HALE,DEMOCRAT,AL GORE,4652
2000,ALABAMA,7731,HALE,REPUBLICAN,GEORGE W. BUSH,2984
2000,ALABAMA,7731,HALE,OTHER,OTHER,95
2000,ALABAMA,6932,HENRY,DEMOCRAT,AL GORE,2782
2000,ALABAMA,6932,HENRY,REPUBLICAN,GEORGE W. BUSH,4054
2000,ALABAMA,6932,HENRY,OTHER,OTHER,96
2000,ALABAMA,32057,HOUSTON,DEMOCRAT,AL GORE,9412
2000,ALABAMA,32057,HOUSTON,REPUBLICAN,GEORGE W. BUSH,22150
2000,ALABAMA,32057,HOUSTON,OTHER,OTHER,495
2000,ALABAMA,17906,JACKSON,DEMOCRAT,AL GORE,9066
2000,ALABAMA,17906,JACKSON,REPUBLICAN,GEORGE W. BUSH,8475
2000,ALABAMA,17906,JACKSON,OTHER,OTHER,365
2000,ALABAMA,273763,JEFFERSON,DEMOCRAT,AL GORE,129889
2000,ALABAMA,273763,JEFFERSON,REPUBLICAN,GEORGE W. BUSH,138491
2000,ALABAMA,273763,JEFFERSON,OTHER,OTHER,5383
2000,ALABAMA,7249,LAMAR,DEMOCRAT,AL GORE,2653
2000,ALABAMA,7249,LAMAR,REPUBLICAN,GEORGE W. BUSH,4470
2000,ALABAMA,7249,LAMAR,OTHER,OTHER,126
2000,ALABAMA,32137,LAUDERDALE,DEMOCRAT,AL GORE,13875
2000,ALABAMA,32137,LAUDERDALE,REPUBLICAN,GEORGE W. BUSH,17478
2000,ALABAMA,32137,LAUDERDALE,OTHER,OTHER,784
2000,ALABAMA,12185,LAWRENCE,DEMOCRAT,AL GORE,6296
2000,ALABAMA,12185,LAWRENCE,REPUBLICAN,GEORGE W. BUSH,5671
2000,ALABAMA,12185,LAWRENCE,OTHER,OTHER,218
2000,ALABAMA,38264,LEE,DEMOCRAT,AL GORE,14574
2000,ALABAMA,38264,LEE,REPUBLICAN,GEORGE W. BUSH,22433
2000,ALABAMA,38264,LEE,OTHER,OTHER,1257
2000,ALABAMA,23634,LIMESTONE,DEMOCRAT,AL GORE,8992
2000,ALABAMA,23634,LIMESTONE,REPUBLICAN,GEORGE W. BUSH,14204
2000,ALABAMA,23634,LIMESTONE,OTHER,OTHER,438
2000,ALABAMA,6243,LOWNDES,DEMOCRAT,AL GORE,4557
2000,ALABAMA,6243,LOWNDES,REPUBLICAN,GEORGE W. BUSH,1638
2000,ALABAMA,6243,LOWNDES,OTHER,OTHER,48
2000,ALABAMA,8831,MACON,DEMOCRAT,AL GORE,7665
2000,ALABAMA,8831,MACON,REPUBLICAN,GEORGE W. BUSH,1091
2000,ALABAMA,8831,MACON,OTHER,OTHER,75
2000,ALABAMA,113318,MADISON,DEMOCRAT,AL GORE,48199
2000,ALABAMA,113318,MADISON,REPUBLICAN,GEORGE W. BUSH,62151
2000,ALABAMA,113318,MADISON,OTHER,OTHER,2968
2000,ALABAMA,9608,MARENGO,DEMOCRAT,AL GORE,4841
2000,ALABAMA,9608,MARENGO,REPUBLICAN,GEORGE W. BUSH,4690
2000,ALABAMA,9608,MARENGO,OTHER,OTHER,77
2000,ALABAMA,11756,MARION,DEMOCRAT,AL GORE,4600
2000,ALABAMA,11756,MARION,REPUBLICAN,GEORGE W. BUSH,6910
2000,ALABAMA,11756,MARION,OTHER,OTHER,246
2000,ALABAMA,27989,MARSHALL,DEMOCRAT,AL GORE,10381
2000,ALABAMA,27989,MARSHALL,REPUBLICAN,GEORGE W. BUSH,17084
2000,ALABAMA,27989,MARSHALL,OTHER,OTHER,524
2000,ALABAMA,139745,MOBILE,DEMOCRAT,AL GORE,58640
2000,ALABAMA,139745,MOBILE,REPUBLICAN,GEORGE W. BUSH,78162
2000,ALABAMA,139745,MOBILE,OTHER,OTHER,2943
2000,ALABAMA,8951,MONROE,DEMOCRAT,AL GORE,3741
2000,ALABAMA,8951,MONROE,REPUBLICAN,GEORGE W. BUSH,5153
2000,ALABAMA,8951,MONROE,OTHER,OTHER,57
2000,ALABAMA,80328,MONTGOMERY,DEMOCRAT,AL GORE,40371
2000,ALABAMA,80328,MONTGOMERY,REPUBLICAN,GEORGE W. BUSH,38827
2000,ALABAMA,80328,MONTGOMERY,OTHER,OTHER,1130
2000,ALABAMA,42681,MORGAN,DEMOCRAT,AL GORE,16060
2000,ALABAMA,42681,MORGAN,REPUBLICAN,GEORGE W. BUSH,25774
2000,ALABAMA,42681,MORGAN,OTHER,OTHER,847
2000,ALABAMA,5787,PERRY,DEMOCRAT,AL GORE,4020
2000,ALABAMA,5787,PERRY,REPUBLICAN,GEORGE W. BUSH,1732
2000,ALABAMA,5787,PERRY,OTHER,OTHER,35
2000,ALABAMA,8540,PICKENS,DEMOCRAT,AL GORE,4143
2000,ALABAMA,8540,PICKENS,REPUBLICAN,GEORGE W. BUSH,4306
2000,ALABAMA,8540,PICKENS,OTHER,OTHER,91
2000,ALABAMA,10544,PIKE,DEMOCRAT,AL GORE,4357
2000,ALABAMA,10544,PIKE,REPUBLICAN,GEORGE W. BUSH,6058
2000,ALABAMA,10544,PIKE,OTHER,OTHER,129
2000,ALABAMA,7919,RANDOLPH,DEMOCRAT,AL GORE,3094
2000,ALABAMA,7919,RANDOLPH,REPUBLICAN,GEORGE W. BUSH,4666
2000,ALABAMA,7919,RANDOLPH,OTHER,OTHER,159
2000,ALABAMA,14775,RUSSELL,DEMOCRAT,AL GORE,8396
2000,ALABAMA,14775,RUSSELL,REPUBLICAN,GEORGE W. BUSH,6198
2000,ALABAMA,14775,RUSSELL,OTHER,OTHER,181
2000,ALABAMA,24090,ST. CLAIR,DEMOCRAT,AL GORE,6485
2000,ALABAMA,24090,ST. CLAIR,REPUBLICAN,GEORGE W. BUSH,17117
2000,ALABAMA,24090,ST. CLAIR,OTHER,OTHER,488
2000,ALABAMA,62128,SHELBY,DEMOCRAT,AL GORE,13183
2000,ALABAMA,62128,SHELBY,REPUBLICAN,GEORGE W. BUSH,47651
2000,ALABAMA,62128,SHELBY,OTHER,OTHER,1294
2000,ALABAMA,6088,SUMTER,DEMOCRAT,AL GORE,4415
2000,ALABAMA,6088,SUMTER,REPUBLICAN,GEORGE W. BUSH,1629
2000,ALABAMA,6088,SUMTER,OTHER,OTHER,44
2000,ALABAMA,25451,TALLADEGA,DEMOCRAT,AL GORE,11264
2000,ALABAMA,25451,TALLADEGA,REPUBLICAN,GEORGE W. BUSH,13807
2000,ALABAMA,25451,TALLADEGA,OTHER,OTHER,380
2000,ALABAMA,16253,TALLAPOOSA,DEMOCRAT,AL GORE,6183
2000,ALABAMA,16253,TALLAPOOSA,REPUBLICAN,GEORGE W. BUSH,9805
2000,ALABAMA,16253,TALLAPOOSA,OTHER,OTHER,265
2000,ALABAMA,60114,TUSCALOOSA,DEMOCRAT,AL GORE,24614
2000,ALABAMA,60114,TUSCALOOSA,REPUBLICAN,GEORGE W. BUSH,34003
2000,ALABAMA,60114,TUSCALOOSA,OTHER,OTHER,1497
2000,ALABAMA,25641,WALKER,DEMOCRAT,AL GORE,11621
2000,ALABAMA,25641,WALKER,REPUBLICAN,GEORGE W. BUSH,13486
2000,ALABAMA,25641,WALKER,OTHER,OTHER,534
2000,ALABAMA,7596,WASHINGTON,DEMOCRAT,AL GORE,3386
2000,ALABAMA,7596,WASHINGTON,REPUBLICAN,GEORGE W. BUSH,4117
2000,ALABAMA,7596,WASHINGTON,OTHER,OTHER,93
2000,ALABAMA,5126,WILCOX,DEMOCRAT,AL GORE,3444
2000,ALABAMA,5126,WILCOX,REPUBLICAN,GEORGE W. BUSH,1661
2000,ALABAMA,5126,WILCOX,OTHER,OTHER,21
2000,ALABAMA,9318,WINSTON,DEMOCRAT,AL GORE,2692
2000,ALABAMA,9318,WINSTON,REPUBLICAN,GEORGE W. BUSH,6413
2000,ALABAMA,9318,WINSTON,OTHER,OTHER,213
2000,ARIZONA,19456,APACHE,DEMOCRAT,AL GORE,13025
2000,ARIZONA,19456,APACHE,REPUBLICAN,GEORGE W. BUSH,5947
2000,ARIZONA,19456,APACHE,OTHER,OTHER,484
2000,ARIZONA,33241,COCHISE,DEMOCRAT,AL GORE,13360
2000,ARIZONA,33241,COCHISE,REPUBLICAN,GEORGE W. BUSH,18180
2000,ARIZONA,33241,COCHISE,OTHER,OTHER,1701
2000,ARIZONA,40883,COCONINO,DEMOCRAT,AL GORE,20280
2000,ARIZONA,40883,COCONINO,REPUBLICAN,GEORGE W. BUSH,17562
2000,ARIZONA,40883,COCONINO,OTHER,OTHER,3041
2000,ARIZONA,17736,GILA,DEMOCRAT,AL GORE,7700
2000,ARIZONA,17736,GILA,REPUBLICAN,GEORGE W. BUSH,9158
2000,ARIZONA,17736,GILA,OTHER,OTHER,878
2000,ARIZONA,9664,GRAHAM,DEMOCRAT,AL GORE,3355
2000,ARIZONA,9664,GRAHAM,REPUBLICAN,GEORGE W. BUSH,6007
2000,ARIZONA,9664,GRAHAM,OTHER,OTHER,302
2000,ARIZONA,2960,GREENLEE,DEMOCRAT,AL GORE,1216
2000,ARIZONA,2960,GREENLEE,REPUBLICAN,GEORGE W. BUSH,1619
2000,ARIZONA,2960,GREENLEE,OTHER,OTHER,125
2000,ARIZONA,4483,LA PAZ,DEMOCRAT,AL GORE,1769
2000,ARIZONA,4483,LA PAZ,REPUBLICAN,GEORGE W. BUSH,2543
2000,ARIZONA,4483,LA PAZ,OTHER,OTHER,171
2000,ARIZONA,901699,MARICOPA,DEMOCRAT,AL GORE,386683
2000,ARIZONA,901699,MARICOPA,REPUBLICAN,GEORGE W. BUSH,479967
2000,ARIZONA,901699,MARICOPA,OTHER,OTHER,35049
2000,ARIZONA,44141,MOHAVE,DEMOCRAT,AL GORE,17470
2000,ARIZONA,44141,MOHAVE,REPUBLICAN,GEORGE W. BUSH,24386
2000,ARIZONA,44141,MOHAVE,OTHER,OTHER,2285
2000,ARIZONA,25147,NAVAJO,DEMOCRAT,AL GORE,11794
2000,ARIZONA,25147,NAVAJO,REPUBLICAN,GEORGE W. BUSH,12386
2000,ARIZONA,25147,NAVAJO,OTHER,OTHER,967
2000,ARIZONA,287640,PIMA,DEMOCRAT,AL GORE,147688
2000,ARIZONA,287640,PIMA,REPUBLICAN,GEORGE W. BUSH,124579
2000,ARIZONA,287640,PIMA,OTHER,OTHER,15373
2000,ARIZONA,41290,PINAL,DEMOCRAT,AL GORE,19650
2000,ARIZONA,41290,PINAL,REPUBLICAN,GEORGE W. BUSH,20122
2000,ARIZONA,41290,PINAL,OTHER,OTHER,1518
2000,ARIZONA,8893,SANTA CRUZ,DEMOCRAT,AL GORE,5233
2000,ARIZONA,8893,SANTA CRUZ,REPUBLICAN,GEORGE W. BUSH,3344
2000,ARIZONA,8893,SANTA CRUZ,OTHER,OTHER,316
2000,ARIZONA,68228,YAVAPAI,DEMOCRAT,AL GORE,24063
2000,ARIZONA,68228,YAVAPAI,REPUBLICAN,GEORGE W. BUSH,40144
2000,ARIZONA,68228,YAVAPAI,OTHER,OTHER,4021
2000,ARIZONA,28652,YUMA,DEMOCRAT,AL GORE,12055
2000,ARIZONA,28652,YUMA,REPUBLICAN,GEORGE W. BUSH,15708
2000,ARIZONA,28652,YUMA,OTHER,OTHER,889
2000,ARKANSAS,6372,ARKANSAS,DEMOCRAT,AL GORE,2877
2000,ARKANSAS,6372,ARKANSAS,REPUBLICAN,GEORGE W. BUSH,3353
2000,ARKANSAS,6372,ARKANSAS,OTHER,OTHER,142
2000,ARKANSAS,8271,ASHLEY,DEMOCRAT,AL GORE,4253
2000,ARKANSAS,8271,ASHLEY,REPUBLICAN,GEORGE W. BUSH,3876
2000,ARKANSAS,8271,ASHLEY,OTHER,OTHER,142
2000,ARKANSAS,16708,BAXTER,DEMOCRAT,AL GORE,6516
2000,ARKANSAS,16708,BAXTER,REPUBLICAN,GEORGE W. BUSH,9538
2000,ARKANSAS,16708,BAXTER,OTHER,OTHER,654
2000,ARKANSAS,53646,BENTON,DEMOCRAT,AL GORE,17277
2000,ARKANSAS,53646,BENTON,REPUBLICAN,GEORGE W. BUSH,34838
2000,ARKANSAS,53646,BENTON,OTHER,OTHER,1531
2000,ARKANSAS,13635,BOONE,DEMOCRAT,AL GORE,4493
2000,ARKANSAS,13635,BOONE,REPUBLICAN,GEORGE W. BUSH,8569
2000,ARKANSAS,13635,BOONE,OTHER,OTHER,573
2000,ARKANSAS,3979,BRADLEY,DEMOCRAT,AL GORE,2122
2000,ARKANSAS,3979,BRADLEY,REPUBLICAN,GEORGE W. BUSH,1793
2000,ARKANSAS,3979,BRADLEY,OTHER,OTHER,64
2000,ARKANSAS,2185,CALHOUN,DEMOCRAT,AL GORE,1017
2000,ARKANSAS,2185,CALHOUN,REPUBLICAN,GEORGE W. BUSH,1128
2000,ARKANSAS,2185,CALHOUN,OTHER,OTHER,40
2000,ARKANSAS,9590,CARROLL,DEMOCRAT,AL GORE,3595
2000,ARKANSAS,9590,CARROLL,REPUBLICAN,GEORGE W. BUSH,5556
2000,ARKANSAS,9590,CARROLL,OTHER,OTHER,439
2000,ARKANSAS,4452,CHICOT,DEMOCRAT,AL GORE,2820
2000,ARKANSAS,4452,CHICOT,REPUBLICAN,GEORGE W. BUSH,1564
2000,ARKANSAS,4452,CHICOT,OTHER,OTHER,68
2000,ARKANSAS,8626,CLARK,DEMOCRAT,AL GORE,4661
2000,ARKANSAS,8626,CLARK,REPUBLICAN,GEORGE W. BUSH,3776
2000,ARKANSAS,8626,CLARK,OTHER,OTHER,189
2000,ARKANSAS,5900,CLAY,DEMOCRAT,AL GORE,3527
2000,ARKANSAS,5900,CLAY,REPUBLICAN,GEORGE W. BUSH,2254
2000,ARKANSAS,5900,CLAY,OTHER,OTHER,119
2000,ARKANSAS,10207,CLEBURNE,DEMOCRAT,AL GORE,4120
2000,ARKANSAS,10207,CLEBURNE,REPUBLICAN,GEORGE W. BUSH,5730
2000,ARKANSAS,10207,CLEBURNE,OTHER,OTHER,357
2000,ARKANSAS,3181,CLEVELAND,DEMOCRAT,AL GORE,1414
2000,ARKANSAS,3181,CLEVELAND,REPUBLICAN,GEORGE W. BUSH,1678
2000,ARKANSAS,3181,CLEVELAND,OTHER,OTHER,89
2000,ARKANSAS,9307,COLUMBIA,DEMOCRAT,AL GORE,4003
2000,ARKANSAS,9307,COLUMBIA,REPUBLICAN,GEORGE W. BUSH,5018
2000,ARKANSAS,9307,COLUMBIA,OTHER,OTHER,286
2000,ARKANSAS,7234,CONWAY,DEMOCRAT,AL GORE,3496
2000,ARKANSAS,7234,CONWAY,REPUBLICAN,GEORGE W. BUSH,3545
2000,ARKANSAS,7234,CONWAY,OTHER,OTHER,193
2000,ARKANSAS,25157,CRAIGHEAD,DEMOCRAT,AL GORE,12376
2000,ARKANSAS,25157,CRAIGHEAD,REPUBLICAN,GEORGE W. BUSH,12158
2000,ARKANSAS,25157,CRAIGHEAD,OTHER,OTHER,623
2000,ARKANSAS,17625,CRAWFORD,DEMOCRAT,AL GORE,6288
2000,ARKANSAS,17625,CRAWFORD,REPUBLICAN,GEORGE W. BUSH,10804
2000,ARKANSAS,17625,CRAWFORD,OTHER,OTHER,533
2000,ARKANSAS,13234,CRITTENDEN,DEMOCRAT,AL GORE,7224
2000,ARKANSAS,13234,CRITTENDEN,REPUBLICAN,GEORGE W. BUSH,5857
2000,ARKANSAS,13234,CRITTENDEN,OTHER,OTHER,153
2000,ARKANSAS,6215,CROSS,DEMOCRAT,AL GORE,3096
2000,ARKANSAS,6215,CROSS,REPUBLICAN,GEORGE W. BUSH,3033
2000,ARKANSAS,6215,CROSS,OTHER,OTHER,86
2000,ARKANSAS,3325,DALLAS,DEMOCRAT,AL GORE,1710
2000,ARKANSAS,3325,DALLAS,REPUBLICAN,GEORGE W. BUSH,1571
2000,ARKANSAS,3325,DALLAS,OTHER,OTHER,44
2000,ARKANSAS,4495,DESHA,DEMOCRAT,AL GORE,2776
2000,ARKANSAS,4495,DESHA,REPUBLICAN,GEORGE W. BUSH,1603
2000,ARKANSAS,4495,DESHA,OTHER,OTHER,116
2000,ARKANSAS,5922,DREW,DEMOCRAT,AL GORE,3060
2000,ARKANSAS,5922,DREW,REPUBLICAN,GEORGE W. BUSH,2756
2000,ARKANSAS,5922,DREW,OTHER,OTHER,106
2000,ARKANSAS,29216,FAULKNER,DEMOCRAT,AL GORE,11950
2000,ARKANSAS,29216,FAULKNER,REPUBLICAN,GEORGE W. BUSH,16055
2000,ARKANSAS,29216,FAULKNER,OTHER,OTHER,1211
2000,ARKANSAS,6140,FRANKLIN,DEMOCRAT,AL GORE,2674
2000,ARKANSAS,6140,FRANKLIN,REPUBLICAN,GEORGE W. BUSH,3277
2000,ARKANSAS,6140,FRANKLIN,OTHER,OTHER,189
2000,ARKANSAS,4108,FULTON,DEMOCRAT,AL GORE,1976
2000,ARKANSAS,4108,FULTON,REPUBLICAN,GEORGE W. BUSH,2036
2000,ARKANSAS,4108,FULTON,OTHER,OTHER,96
2000,ARKANSAS,35935,GARLAND,DEMOCRAT,AL GORE,15840
2000,ARKANSAS,35935,GARLAND,REPUBLICAN,GEORGE W. BUSH,19098
2000,ARKANSAS,35935,GARLAND,OTHER,OTHER,997
2000,ARKANSAS,6013,GRANT,DEMOCRAT,AL GORE,2535
2000,ARKANSAS,6013,GRANT,REPUBLICAN,GEORGE W. BUSH,3285
2000,ARKANSAS,6013,GRANT,OTHER,OTHER,193
2000,ARKANSAS,12484,GREENE,DEMOCRAT,AL GORE,6319
2000,ARKANSAS,12484,GREENE,REPUBLICAN,GEORGE W. BUSH,5831
2000,ARKANSAS,12484,GREENE,OTHER,OTHER,334
2000,ARKANSAS,7289,HEMPSTEAD,DEMOCRAT,AL GORE,3937
2000,ARKANSAS,7289,HEMPSTEAD,REPUBLICAN,GEORGE W. BUSH,3257
2000,ARKANSAS,7289,HEMPSTEAD,OTHER,OTHER,95
2000,ARKANSAS,10981,HOT SPRING,DEMOCRAT,AL GORE,5527
2000,ARKANSAS,10981,HOT SPRING,REPUBLICAN,GEORGE W. BUSH,5042
2000,ARKANSAS,10981,HOT SPRING,OTHER,OTHER,412
2000,ARKANSAS,4459,HOWARD,DEMOCRAT,AL GORE,2063
2000,ARKANSAS,4459,HOWARD,REPUBLICAN,GEORGE W. BUSH,2326
2000,ARKANSAS,4459,HOWARD,OTHER,OTHER,70
2000,ARKANSAS,11594,INDEPENDENCE,DEMOCRAT,AL GORE,5146
2000,ARKANSAS,11594,INDEPENDENCE,REPUBLICAN,GEORGE W. BUSH,6145
2000,ARKANSAS,11594,INDEPENDENCE,OTHER,OTHER,303
2000,ARKANSAS,5032,IZARD,DEMOCRAT,AL GORE,2587
2000,ARKANSAS,5032,IZARD,REPUBLICAN,GEORGE W. BUSH,2301
2000,ARKANSAS,5032,IZARD,OTHER,OTHER,144
2000,ARKANSAS,6072,JACKSON,DEMOCRAT,AL GORE,3651
2000,ARKANSAS,6072,JACKSON,REPUBLICAN,GEORGE W. BUSH,2280
2000,ARKANSAS,6072,JACKSON,OTHER,OTHER,141
2000,ARKANSAS,27201,JEFFERSON,DEMOCRAT,AL GORE,17716
2000,ARKANSAS,27201,JEFFERSON,REPUBLICAN,GEORGE W. BUSH,8765
2000,ARKANSAS,27201,JEFFERSON,OTHER,OTHER,720
2000,ARKANSAS,7161,JOHNSON,DEMOCRAT,AL GORE,3270
2000,ARKANSAS,7161,JOHNSON,REPUBLICAN,GEORGE W. BUSH,3657
2000,ARKANSAS,7161,JOHNSON,OTHER,OTHER,234
2000,ARKANSAS,3383,LAFAYETTE,DEMOCRAT,AL GORE,1806
2000,ARKANSAS,3383,LAFAYETTE,REPUBLICAN,GEORGE W. BUSH,1538
2000,ARKANSAS,3383,LAFAYETTE,OTHER,OTHER,39
2000,ARKANSAS,6040,LAWRENCE,DEMOCRAT,AL GORE,3255
2000,ARKANSAS,6040,LAWRENCE,REPUBLICAN,GEORGE W. BUSH,2626
2000,ARKANSAS,6040,LAWRENCE,OTHER,OTHER,159
2000,ARKANSAS,4121,LEE,DEMOCRAT,AL GORE,2727
2000,ARKANSAS,4121,LEE,REPUBLICAN,GEORGE W. BUSH,1351
2000,ARKANSAS,4121,LEE,OTHER,OTHER,43
2000,ARKANSAS,3546,LINCOLN,DEMOCRAT,AL GORE,1957
2000,ARKANSAS,3546,LINCOLN,REPUBLICAN,GEORGE W. BUSH,1526
2000,ARKANSAS,3546,LINCOLN,OTHER,OTHER,63
2000,ARKANSAS,5263,LITTLE RIVER,DEMOCRAT,AL GORE,2883
